what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1483955648978
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1483955648981
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1483955648985
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1483955648987
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1483955648990
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1483955648992
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1483955648994
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1483955648999
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1483955649002
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1483955649003
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1483955649005
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1483955649007
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1483955649008
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1483955649010
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1483955649013
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1483955649014
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1483955649019
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1483955649022
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1483955649027
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1483955649029
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1483955649030
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1483955649032
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1483955649034
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1483955649036
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1483955649037
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1483955649039
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1483955649040
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1483955649043
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1483955649043
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1483955649044
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1483955649046
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1483955649048
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1483955649049
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1483955649052
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1483955649055
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1483955649057
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1483955649059
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1483955649061
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1483955649065
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1483955649068
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1483955649073
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1483955649076
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1483955649077
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1483955649078
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1483955649081
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1483955649083
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1483955649083
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1483955649085
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1483955649086
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1483955649088
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1483955649090
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1483955649091
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1483955649094
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1483955649095
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1483955649098
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1483955649098
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1483955649100
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1483955649100
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1483955649100
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1483955649100
os,sysinfo,,,"win32",1483955649105
arch,sysinfo,,,"x86_64",1483955649105
ws,sysinfo,,,"win32",1483955649105
locale,sysinfo,,,"es_ES",1483955649105
processors,sysinfo,,,"4",1483955649105
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1483955649105
java.runtime.version,sysinfo,,,"1.8.0_111-b14",1483955649105
java.specification.name,sysinfo,,,"Java Platform API Specification",1483955649105
java.specification.vendor,sysinfo,,,"Oracle Corporation",1483955649105
java.specification.version,sysinfo,,,"1.8",1483955649105
java.vendor,sysinfo,,,"Oracle Corporation",1483955649105
java.version,sysinfo,,,"1.8.0_111",1483955649105
java.vm.info,sysinfo,,,"mixed mode",1483955649105
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1483955649105
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1483955649105
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1483955649105
java.vm.specification.version,sysinfo,,,"1.8",1483955649105
java.vm.vendor,sysinfo,,,"Oracle Corporation",1483955649105
java.vm.version,sysinfo,,,"25.111-b14",1483955649105
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1483955649111
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1483955649141
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483955649220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955659486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955661324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955662122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955846169
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483955847107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483955848788
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1483955855038
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1483955855072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955856189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955863976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955866337
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1483955882191
started,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1483955882202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955882272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1483955882280
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1483955882758
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1483955882783
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1483955882825
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1483955882857
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1483955882912
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1483955882990
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1483955883030
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1483955883031
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1483955883040
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1483955883724
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1483955884721
started,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1483955884812
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1483955884978
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1483955885020
started,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1483955885480
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1483955885528
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1483955885583
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1483955885584
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1483955885593
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1483955885599
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1483955885600
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1483955885667
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1483955885669
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1483955886017
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1483955886560
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1483955888208
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483955888218
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1483955888244
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1483955894889
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1483955894896
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483955896430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955896726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955900465
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1483955902557
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1483955903526
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1483955904279
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1483955904288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955904437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955919380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955920041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955922857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483955923121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956024560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956025145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956081070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956081759
war,m2e.packaging,org.eclipse.m2e.core,1.0.100,"war",1483956088667
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1483956088667
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1483956088667
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:3.0",1483956088667
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1483956088667
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:3.0",1483956088667
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1483956088667
war:default-war:package,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-war-plugin:2.1.1",1483956088667
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1483956088667
java:default:install,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.codehaus.mojo:exec-maven-plugin:1.1",1483956088667
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1483956088667
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1483956088667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956095556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956096184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956099098
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1483956099125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956104740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956139839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956151679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956201165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956202971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956232312
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1483956238056
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1483956238248
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1483956244316
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1483956244335
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483956244980
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1483956244981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956256198
error,log,,,"Unhandled event loop exception",1483956261715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956416124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956422002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956435692
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483956441890
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483956442139
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483956448307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956450156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956450388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956450825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956459041
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483956462727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956463644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956467895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956468115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956488076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956490275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956653223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956656349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956871294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956872127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956888433
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483956897790
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1483956902305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956902455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956904273
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1483956904280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956910948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956914888
executed,command,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.core.pomFileAction.run",1483956914902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483956915805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957000570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957007012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957009471
error,log,,,"Unhandled event loop exception",1483957009474
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1483957027154
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1483957027448
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957030000
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1483957030000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957031636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957038070
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483957041473
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957041704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957049068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957362481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957371240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957548204
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1483957551270
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957554823
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1483957554872
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957554872
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483957557867
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957558072
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957558139
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483957566961
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957569377
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957569443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957575069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957576314
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483957583530
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957587372
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957587429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957591010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957592716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957600332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483957639291
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957643146
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957644567
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483957644567
